dt_pos,dt_angle,dt,t,v
113, 0.133125, 0.005356, 1.48795, 24.8554
118, 0.139015, 0.005358, 1.4933, 25.9454
113, 0.133125, 0.005383, 1.49869, 24.7307
111, 0.130768, 0.005375, 1.50406, 24.3289
123, 0.144905, 0.005381, 1.50944, 26.929
115, 0.135483, 0.005396, 1.51484, 25.108
112, 0.131947, 0.005396, 1.52023, 24.4527
118, 0.139015, 0.005391, 1.52563, 25.7865
117, 0.137836, 0.00538, 1.531, 25.6202
115, 0.135483, 0.005412, 1.53642, 25.0338
112, 0.131947, 0.005494, 1.54191, 24.0165
115, 0.135479, 0.005391, 1.5473, 25.1306
287, 0.338116, 0.012915, 1.56022, 26.1801
111, 0.130768, 0.005347, 1.56556, 24.4563
113, 0.133125, 0.005311, 1.57088, 25.066
114, 0.134304, 0.005369, 1.57624, 25.0147
116, 0.136658, 0.005355, 1.5816, 25.5196
113, 0.133125, 0.005305, 1.5869, 25.0943
115, 0.135483, 0.005309, 1.59221, 25.5195
114, 0.134304, 0.0053, 1.59751, 25.3404
108, 0.127232, 0.005307, 1.60282, 23.9743
108, 0.127235, 0.005303, 1.60812, 23.9931
117, 0.137836, 0.00531, 1.61343, 25.9579
116, 0.136662, 0.005323, 1.61876, 25.6738
113, 0.133125, 0.005304, 1.62406, 25.099
117, 0.137836, 0.005296, 1.62936, 26.0265
117, 0.137836, 0.005306, 1.63466, 25.9775
111, 0.130768, 0.005308, 1.63997, 24.636
101, 0.118988, 0.005329, 1.6453, 22.3284
114, 0.134304, 0.0053, 1.6506, 25.3404
119, 0.140194, 0.005321, 1.65592, 26.3473
111, 0.130768, 0.005312, 1.66123, 24.6174
110, 0.129593, 0.005275, 1.66651, 24.5674
115, 0.135479, 0.005285, 1.67179, 25.6346
112, 0.131947, 0.005273, 1.67707, 25.0231
111, 0.130772, 0.005287, 1.68235, 24.7346
111, 0.130768, 0.005272, 1.68762, 24.8042
113, 0.133125, 0.005316, 1.69294, 25.0424
115, 0.135479, 0.00529, 1.69823, 25.6104
112, 0.131947, 0.005352, 1.70358, 24.6537
110, 0.129593, 0.005334, 1.70892, 24.2956
114, 0.134304, 0.00536, 1.71428, 25.0567
118, 0.139015, 0.005439, 1.71972, 25.559
112, 0.131947, 0.005321, 1.72504, 24.7973
114, 0.134304, 0.005304, 1.73034, 25.3213
120, 0.141369, 0.005392, 1.73573, 26.2183
115, 0.135483, 0.005458, 1.74119, 24.8228
111, 0.130768, 0.005406, 1.7466, 24.1894
114, 0.134304, 0.00538, 1.75198, 24.9636
118, 0.139015, 0.005348, 1.75732, 25.9939
117, 0.137836, 0.005435, 1.76276, 25.3609
110, 0.129593, 0.005368, 1.76813, 24.1417
115, 0.135479, 0.005373, 1.7735, 25.2148
120, 0.141373, 0.005418, 1.77892, 26.0931
119, 0.140194, 0.005387, 1.78431, 26.0245
109, 0.12841, 0.00538, 1.78968, 23.8681
113, 0.133125, 0.005379, 1.79506, 24.7491
120, 0.141373, 0.005367, 1.80043, 26.3411
117, 0.137836, 0.005407, 1.80584, 25.4922
115, 0.135483, 0.005405, 1.81124, 25.0662
116, 0.136658, 0.005403, 1.81665, 25.2929
116, 0.136662, 0.00538, 1.82203, 25.4018
114, 0.1343, 0.00542, 1.82745, 24.7786
110, 0.129593, 0.005469, 1.83292, 23.6959
111, 0.130768, 0.005353, 1.83827, 24.4289
116, 0.136662, 0.005338, 1.84361, 25.6016
117, 0.137836, 0.005285, 1.84889, 26.0807
111, 0.130768, 0.005312, 1.8542, 24.6174
116, 0.136658, 0.005288, 1.85949, 25.843
115, 0.135483, 0.005335, 1.86483, 25.3951
112, 0.131947, 0.005301, 1.87013, 24.8909
111, 0.130768, 0.005311, 1.87544, 24.6221
117, 0.13784, 0.005284, 1.88072, 26.0863
118, 0.139015, 0.005301, 1.88602, 26.2243
108, 0.127232, 0.005285, 1.89131, 24.0741
106, 0.124882, 0.005297, 1.89661, 23.5759
116, 0.136658, 0.005325, 1.90193, 25.6634
117, 0.137836, 0.005303, 1.90723, 25.9922
108, 0.127235, 0.005287, 1.91252, 24.0657
108, 0.127235, 0.005297, 1.91782, 24.0203
118, 0.139015, 0.005289, 1.92311, 26.2838
116, 0.136658, 0.005302, 1.92841, 25.7747
109, 0.128414, 0.005263, 1.93367, 24.3994
110, 0.129589, 0.005292, 1.93896, 24.4877
117, 0.137836, 0.005325, 1.94429, 25.8848
112, 0.13195, 0.005299, 1.94959, 24.901
111, 0.130768, 0.005266, 1.95485, 24.8325
118, 0.139015, 0.005279, 1.96013, 26.3336
111, 0.130768, 0.005303, 1.96544, 24.6592
112, 0.131947, 0.005252, 1.97069, 25.1231
117, 0.137836, 0.005282, 1.97597, 26.0955
106, 0.124882, 0.005333, 1.9813, 23.4168
107, 0.126053, 0.00528, 1.98658, 23.8736
117, 0.13784, 0.005261, 1.99184, 26.2004
116, 0.136658, 0.005274, 1.99712, 25.9116
111, 0.130768, 0.00525, 2.00237, 24.9082
117, 0.13784, 0.005268, 2.00764, 26.1656
116, 0.136658, 0.005254, 2.01289, 26.0102
104, 0.12252, 0.005261, 2.01815, 23.2884
108, 0.127235, 0.005256, 2.02341, 24.2077
117, 0.137836, 0.005274, 2.02868, 26.1351
120, 0.141373, 0.005313, 2.03399, 26.6088
109, 0.128414, 0.0053, 2.03929, 24.2291
109, 0.12841, 0.00532, 2.04461, 24.1373
116, 0.136662, 0.00529, 2.0499, 25.8339
116, 0.136658, 0.005259, 2.05516, 25.9855
111, 0.130768, 0.005262, 2.06042, 24.8514
110, 0.129593, 0.005284, 2.06571, 24.5255
116, 0.136658, 0.005326, 2.07103, 25.6586
116, 0.136662, 0.005359, 2.07639, 25.5013
114, 0.1343, 0.005376, 2.08177, 24.9814
113, 0.133125, 0.005435, 2.0872, 24.4941
112, 0.131947, 0.005432, 2.09264, 24.2906
119, 0.140194, 0.005445, 2.09808, 25.7473
115, 0.135483, 0.005353, 2.10343, 25.3097
115, 0.135483, 0.005388, 2.10882, 25.1453
116, 0.136658, 0.005446, 2.11427, 25.0932
119, 0.140194, 0.005382, 2.11965, 26.0487
112, 0.131947, 0.005363, 2.12501, 24.6031
113, 0.133125, 0.005441, 2.13045, 24.4671
116, 0.136658, 0.005379, 2.13583, 25.4058
112, 0.131947, 0.005395, 2.14123, 24.4572
112, 0.131947, 0.005384, 2.14661, 24.5072
117, 0.13784, 0.005403, 2.15202, 25.5118
118, 0.139015, 0.005411, 2.15743, 25.6912
118, 0.139015, 0.005401, 2.16283, 25.7388
109, 0.12841, 0.00539, 2.16822, 23.8238
106, 0.124878, 0.005412, 2.17363, 23.0743
116, 0.136662, 0.005409, 2.17904, 25.2656
126, 0.148441, 0.005447, 2.18449, 27.2519
113, 0.133125, 0.005363, 2.18985, 24.8229
112, 0.131947, 0.0053, 2.19515, 24.8956
116, 0.136658, 0.005321, 2.20047, 25.6827
111, 0.130768, 0.005321, 2.20579, 24.5758
112, 0.131947, 0.005309, 2.2111, 24.8534
109, 0.128414, 0.005314, 2.21641, 24.1653
113, 0.133125, 0.005317, 2.22173, 25.0377
116, 0.136658, 0.005302, 2.22703, 25.7747
118, 0.139015, 0.0053, 2.23233, 26.2293
114, 0.134304, 0.005313, 2.23765, 25.2784
111, 0.130768, 0.005364, 2.24301, 24.3788
114, 0.134304, 0.005291, 2.2483, 25.3835
116, 0.136662, 0.005294, 2.25359, 25.8144
116, 0.136658, 0.005321, 2.25892, 25.6827
111, 0.130768, 0.005311, 2.26423, 24.6221
114, 0.134304, 0.005296, 2.26952, 25.3595
111, 0.130768, 0.005309, 2.27483, 24.6313
114, 0.134304, 0.005342, 2.28017, 25.1412
117, 0.137836, 0.005303, 2.28548, 25.9922
111, 0.130768, 0.00532, 2.2908, 24.5804
109, 0.128414, 0.005281, 2.29608, 24.3163
119, 0.140194, 0.005288, 2.30137, 26.5117
120, 0.141373, 0.005273, 2.30664, 26.8107
115, 0.135479, 0.005297, 2.31194, 25.5765
109, 0.128414, 0.005322, 2.31726, 24.1289
106, 0.124878, 0.005288, 2.32254, 23.6153
114, 0.134304, 0.005267, 2.32781, 25.4992
116, 0.136658, 0.005289, 2.3331, 25.8381
111, 0.130768, 0.005323, 2.33842, 24.5666
118, 0.139015, 0.005367, 2.34379, 25.9018
118, 0.139019, 0.005422, 2.34921, 25.6398
109, 0.12841, 0.005408, 2.35462, 23.7445
111, 0.130768, 0.005384, 2.36001, 24.2882
115, 0.135483, 0.005384, 2.36539, 25.164
119, 0.140194, 0.005358, 2.37075, 26.1653
114, 0.134304, 0.005399, 2.37615, 24.8757
114, 0.1343, 0.005387, 2.38153, 24.9304
116, 0.136662, 0.005384, 2.38692, 25.3829
111, 0.130768, 0.005362, 2.39228, 24.3879
109, 0.128414, 0.005342, 2.39762, 24.0386
116, 0.136658, 0.005378, 2.403, 25.4105
123, 0.144905, 0.005359, 2.40836, 27.0396
114, 0.134304, 0.00537, 2.41373, 25.0101
106, 0.124878, 0.005398, 2.41913, 23.1341
111, 0.130768, 0.005396, 2.42452, 24.2342
119, 0.140194, 0.005385, 2.42991, 26.0342
116, 0.136662, 0.005388, 2.43529, 25.3641
112, 0.131947, 0.005408, 2.4407, 24.3984
117, 0.137836, 0.005468, 2.44617, 25.2078
115, 0.135483, 0.005347, 2.45152, 25.3381
115, 0.135479, 0.00531, 2.45683, 25.5139
112, 0.131947, 0.005312, 2.46214, 24.8393
108, 0.127235, 0.005307, 2.46745, 23.975
114, 0.134304, 0.005296, 2.47274, 25.3595
115, 0.135479, 0.005336, 2.47808, 25.3896
115, 0.135483, 0.005299, 2.48338, 25.5676
113, 0.133125, 0.005287, 2.48867, 25.1797
113, 0.133125, 0.005287, 2.49395, 25.1797
114, 0.1343, 0.005278, 2.49923, 25.4453
113, 0.133125, 0.005283, 2.50451, 25.1988
110, 0.129593, 0.005259, 2.50977, 24.6421
107, 0.126057, 0.005299, 2.51507, 23.7888
114, 0.1343, 0.005374, 2.52045, 24.9907
119, 0.140194, 0.005307, 2.52575, 26.4168
116, 0.136662, 0.005269, 2.53102, 25.9369
113, 0.133125, 0.005277, 2.5363, 25.2275
111, 0.130768, 0.00526, 2.54156, 24.8608
112, 0.131947, 0.005281, 2.54684, 24.9851
115, 0.135483, 0.005369, 2.55221, 25.2343
120, 0.141369, 0.00544, 2.55765, 25.9869
116, 0.136662, 0.005339, 2.56299, 25.5968
115, 0.135479, 0.005344, 2.56833, 25.3516
115, 0.135483, 0.005311, 2.57364, 25.5098
114, 0.134304, 0.005477, 2.57912, 24.5215
109, 0.12841, 0.0053, 2.58442, 24.2284
113, 0.133125, 0.005299, 2.58972, 25.1227
116, 0.136662, 0.005357, 2.59508, 25.5108
116, 0.136658, 0.005394, 2.60047, 25.3351
115, 0.135483, 0.005376, 2.60584, 25.2014
114, 0.1343, 0.005311, 2.61116, 25.2872
110, 0.129593, 0.005307, 2.61646, 24.4192
113, 0.133125, 0.005313, 2.62178, 25.0565
116, 0.136658, 0.005389, 2.62717, 25.3586
119, 0.140198, 0.005334, 2.6325, 26.2838
120, 0.141365, 0.005546, 2.63804, 25.4896
111, 0.130768, 0.00543, 2.64348, 24.0825
112, 0.13195, 0.005283, 2.64876, 24.9764
113, 0.133125, 0.0053, 2.65406, 25.118
111, 0.130768, 0.005319, 2.65938, 24.585
112, 0.13195, 0.005339, 2.66472, 24.7144
114, 0.1343, 0.005537, 2.67025, 24.2551
115, 0.135483, 0.005316, 2.67557, 25.4859
120, 0.141373, 0.005333, 2.6809, 26.509
114, 0.1343, 0.00534, 2.68624, 25.1499
109, 0.12841, 0.005327, 2.69157, 24.1056
113, 0.133125, 0.005388, 2.69696, 24.7077
112, 0.13195, 0.005333, 2.70229, 24.7422
118, 0.139015, 0.005358, 2.70765, 25.9454
113, 0.133125, 0.005286, 2.71293, 25.1845
112, 0.131943, 0.005457, 2.71839, 24.1786
116, 0.136665, 0.005341, 2.72373, 25.588
114, 0.1343, 0.005316, 2.72905, 25.2634
108, 0.127235, 0.005329, 2.73438, 23.876
112, 0.131943, 0.005299, 2.73968, 24.8996
126, 0.148445, 0.005577, 2.74525, 26.6174
117, 0.137833, 0.005347, 2.7506, 25.7776
112, 0.13195, 0.005312, 2.75591, 24.8401
116, 0.136658, 0.005448, 2.76136, 25.084
111, 0.130768, 0.005302, 2.76666, 24.6639
109, 0.128418, 0.005314, 2.77198, 24.166
115, 0.135475, 0.005315, 2.77729, 25.4892
126, 0.148445, 0.005604, 2.78289, 26.4891
113, 0.133125, 0.00533, 2.78823, 24.9766
114, 0.1343, 0.005344, 2.79357, 25.131
115, 0.135483, 0.005354, 2.79892, 25.305
114, 0.1343, 0.005426, 2.80435, 24.7512
116, 0.136658, 0.005324, 2.80967, 25.6682
114, 0.134308, 0.005299, 2.81497, 25.3459
112, 0.131943, 0.00532, 2.82029, 24.8013
115, 0.135483, 0.005304, 2.8256, 25.5435
114, 0.1343, 0.005368, 2.83096, 25.0187
109, 0.128418, 0.005297, 2.83626, 24.2435
113, 0.133125, 0.005293, 2.84155, 25.1512
115, 0.135483, 0.005342, 2.8469, 25.3618
107, 0.126053, 0.005346, 2.85224, 23.5789
116, 0.136658, 0.005324, 2.85757, 25.6682
121, 0.142548, 0.005383, 2.86295, 26.4811
114, 0.134308, 0.005331, 2.86828, 25.1937
114, 0.1343, 0.005311, 2.87359, 25.2872
113, 0.133125, 0.005289, 2.87888, 25.1702
114, 0.134308, 0.005307, 2.88419, 25.3077
112, 0.131943, 0.005337, 2.88952, 24.7223
104, 0.12252, 0.005301, 2.89482, 23.1127
114, 0.134308, 0.005283, 2.90011, 25.4227
122, 0.143723, 0.005331, 2.90544, 26.9598
115, 0.135483, 0.005319, 2.91076, 25.4715
109, 0.12841, 0.005359, 2.91612, 23.9616
113, 0.133125, 0.00542, 2.92154, 24.5619
151, 0.177895, 0.006994, 2.92853, 25.4353
116, 0.136658, 0.005324, 2.93385, 25.6682
113, 0.133125, 0.005279, 2.93913, 25.2179
114, 0.134308, 0.005306, 2.94444, 25.3125
110, 0.129585, 0.005296, 2.94974, 24.4685
110, 0.129593, 0.005298, 2.95503, 24.4607
114, 0.134308, 0.005299, 2.96033, 25.3459
111, 0.130768, 0.005353, 2.96569, 24.4289
114, 0.1343, 0.005308, 2.97099, 25.3015
117, 0.13784, 0.005305, 2.9763, 25.9831
115, 0.135475, 0.005299, 2.9816, 25.5662
116, 0.136665, 0.005299, 2.9869, 25.7908
111, 0.130768, 0.005291, 2.99219, 24.7151
107, 0.126053, 0.005308, 2.9975, 23.7477
117, 0.13784, 0.005358, 3.00285, 25.7261
